Review,Created Time,Sender ID,Message,Message ID,Type,Channel URL,File URL,Sender Type,Case Number,Category
+,2025-06-26T14:10:30.737-07:00,psops000_U9_tKva,"Thank you for your patience and for letting us know you completed Stripe verification via a separate browser. Here are some possible reasons you may not yet have access to your funds: Manual review required: Payouts are sometimes placed under manual review for account security or if risk control alerts are triggered. This can happen for new sellers or when completing verification in an unusual way (like through a separate browser). Manual reviews usually finish within 24 hours, and you will be notified once your payout is approved.⁠ ⁠​ Recent rollout of verification: Our new Stripe identity verification process is still being improved. Sellers must first pass both phone and Stripe identity verification before payout. If either is incomplete or not synced correctly (which can occasionally happen if done on mobile), it might delay access.⁠ ⁠⁠ ⁠​ Stripe payout processing time: Standard Stripe (ACH/bank) payouts can take 1-3 business days once they're released, and there may also be delays on holidays or weekends.⁠",4595580054,MESG,sendbird_group_channel_215482988_c05f4430399a29e30820acdfef8a267d81a3400b,,customer_service,CASE_0003,Payment_Withdrawal_Status
+,2025-06-26T14:27:31.795-07:00,5RIG13US54SnRrw7BrhJrb4fiO73,Okay thank you! I was able to get it processed 👍,4595642401,MESG,sendbird_group_channel_215482988_c05f4430399a29e30820acdfef8a267d81a3400b,,user,CASE_0003,Payment_Withdrawal_Status
+,2025-06-26T14:46:08.746-07:00,psops000_U9_tKva,Always happy to help!,4595703639,MESG,sendbird_group_channel_215482988_c05f4430399a29e30820acdfef8a267d81a3400b,,customer_service,CASE_0003,Payment_Withdrawal_Status
+,2025-06-26T14:46:12.248-07:00,psops000_U9_tKva,Please feel free to contact us if you need further assistance.,4595703798,MESG,sendbird_group_channel_215482988_c05f4430399a29e30820acdfef8a267d81a3400b,,customer_service,CASE_0003,Payment_Withdrawal_Status
-,2025-06-27T01:01:04.352-07:00,psops000_U9_tKva,💕,4596523536,MESG,sendbird_group_channel_215482988_c05f4430399a29e30820acdfef8a267d81a3400b,,customer_service,CASE_0003,Payment_Withdrawal_Status
+,2024-11-05T03:20:39.061-08:00,psops000_U9_tKva,"Hello! The Early Payout program allows sellers to withdraw funds 96 hours after an order is created (this includes weekends). If it’s taking 4-6 days to receive your funds, could you please provide the specific order number? You can view the payout status for all orders in your Seller Hub. Let me know if there’s anything else I can assist you with!",3977331188,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0004,Payment_Withdrawal_Status
-,2024-11-05T06:14:53.559-08:00,psops000_U9_tKva,"Thank you for participating in the Autumn Makers Market event! We are excited to inform you that your shipping fee reimbursement has been successfully processed. The amount of $205.32 has been added to your balance, and you can view it in Settings >> Total Balance. We truly appreciate your contribution to our community. If you have any questions, please feel free to contact us. To submit additional reimbursement requests, please use this link: https://szur132wxww.typeform.com/makersmarket2",3977614474,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0004,Payment_Withdrawal_Status
+,2024-11-05T08:44:20.154-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,3978133321,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://storage.googleapis.com/plantstory/chat_source/images/2024-11-5/vTz4kAA.jpg,user,,
+,2024-11-05T08:44:40.417-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Can you please contact this buyer. The giveaway purchase failed and they would still like to purchase it. Thank you. -kaitlyn,3978134593,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0005,Order_Giveaway
-,2024-11-05T08:52:26.985-08:00,psops000_U9_tKva,"Hello, we will reach out to this buyer for you!",3978164365,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0005,Order_Giveaway
-,2024-11-05T13:24:44.032-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,3979188955,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://storage.googleapis.com/plantstory/chat_source/images/2024-11-5/kpv81Am.jpg,user,CASE_0005,Order_Giveaway
-,2024-11-05T13:25:14.321-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,What exactly do y’all want me to do about that? We can’t help them update the card?? -Lex,3979190702,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0005,Order_Giveaway
-,2024-11-05T13:25:53.767-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Why are you sending me credit card issues? That’s your job is it not? - Lex,3979192895,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0005,Order_Giveaway
-,2024-11-05T14:29:59.444-08:00,psops000_U9_tKva,"Apologies for the mix-up on our end. Just to clarify, a buyer is interested in purchasing an item that was exclusive to your live show, but their payment didn’t go through. If possible, could you assist the buyer by listing the item in your store for purchase? Alternatively, if that’s not possible, feel free to let them know they may need to wait until your next live show to purchase it. Thank you.",3979387313,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0005,Order_Giveaway
-,2024-11-06T12:33:57.153-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,It was a free giveaway. I already handled it. Anjanette,3981769976,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0005,Order_Giveaway
+,2024-11-06T12:34:12.687-08:00,psops000_U9_tKva,Thank you!,3981770838,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0005,Order_Giveaway
+,2024-11-06T17:55:52.392-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,3982551737,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://storage.googleapis.com/plantstory/chat_source/images/2024-11-6/Mn0hfer.jpg,user,,
+,2024-11-06T17:56:43.849-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Hi! This is an error code that I’m getting when trying to pull my funds. Could you please help me fix this problem asap.,3982552968,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0006,Payment_Withdrawal_Status
+,2024-11-06T17:56:53.738-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,It’s my available balance,3982553201,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0006,Payment_Withdrawal_Status
+,2024-11-06T18:00:32.133-08:00,psops000_U9_tKva,Sorry for inconvenience. We will check it and get back to you.,3982558271,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0006,Payment_Withdrawal_Status
+,2024-11-06T18:00:48.927-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,When………….,3982558657,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0006,Payment_Withdrawal_Status
+,2024-11-06T18:00:58.411-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,I have to pay over 6K in the morning,3982558850,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0006,Payment_Withdrawal_Status
+,2024-11-06T18:01:07.436-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,On pottery,3982559018,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0006,Payment_Withdrawal_Status
+,2024-11-06T18:01:10.295-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,To sell,3982559085,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0006,Payment_Withdrawal_Status
+,2024-11-06T18:01:21.117-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,And those are items that were shipped and delivered,3982559320,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0006,Payment_Withdrawal_Status
+,2024-11-06T18:11:28.333-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,"It’s literally my money. My money, my product, my shipping costs. I’ve asked other sellers they aren’t having this issue. I want it fixed. Prior to me getting to the pottery place tomorrow morning and actually being able to afford the pottery since y’all are holding up all my funds with an error code.",3982572986,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0006,Payment_Withdrawal_Status
+,2024-11-06T18:49:15.948-08:00,psops000_U9_tKva,We will check it and get back to you as soon as possible.,3982622929,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0006,Payment_Withdrawal_Status
+,2024-11-06T22:08:58.154-08:00,psops000_U9_tKva,"Hello, our engineers are confirming the problem, in order not to delay your withdrawal, we can manually withdraw balance for you to your previously withdrawn account, do you accept it?",3982799978,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0006,Payment_Withdrawal_Status
+,2024-11-07T04:25:45.474-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Yes,3982995200,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0006,Payment_Withdrawal_Status
+,2024-11-07T04:26:02.832-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,I accept it,3982995499,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0006,Payment_Withdrawal_Status
+,2024-11-07T05:20:27.529-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,When will it be transferred,3983075586,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0006,Payment_Withdrawal_Status
+,2024-11-07T11:10:04.868-08:00,psops000_U9_tKva,Please try to withdraw using a previous account and also use a different browser to enhance performance since it could be a browser compatibility issue.,3984244206,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0006,Payment_Withdrawal_Status
+,2024-11-07T11:14:30.522-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,It’s my iPhone….?,3984260748,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0006,Payment_Withdrawal_Status
+,2024-11-07T11:14:37.143-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Previous account?,3984261130,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0006,Payment_Withdrawal_Status
+,2024-11-07T11:14:43.34-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,What???,3984261485,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0006,Payment_Withdrawal_Status
+,2024-11-07T11:14:51.565-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Fix the problem. This is actually ridiculous,3984261966,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0006,Payment_Withdrawal_Status
+,2024-11-07T11:15:02.782-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Thanks. - Lex,3984262651,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0006,Payment_Withdrawal_Status
+,2024-11-07T11:16:19.379-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,I’ve tried on multiple devices,3984267299,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0006,Payment_Withdrawal_Status
+,2024-11-07T11:16:32.523-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,What have y’all done to my account that suddenly it’s not working,3984268114,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0006,Payment_Withdrawal_Status
+,2024-11-07T11:38:06.94-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,3984345018,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://storage.googleapis.com/plantstory/chat_source/images/2024-11-7/6fHw7r1.jpg,user,CASE_0006,Payment_Withdrawal_Status
+,2024-11-07T11:38:47.55-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Finally got it to go through. Same laptop as yesterday. But 1 to 3 days?!?! It’s typically within a few hours since it’s my available balance,3984347533,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0006,Payment_Withdrawal_Status
+,2024-11-07T11:38:58.372-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Still need it fixed on app,3984348173,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0006,Payment_Withdrawal_Status
+,2024-11-07T11:52:36.682-08:00,psops000_U9_tKva,"I'm sorry about this delay, we forwarded it to our specialist but mentioned this issue most like was linked to your Palmstreet account but I'm glad it has gone through now. Please let us know if you encounter any other issues.",3984395441,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0006,Payment_Withdrawal_Status
+,2024-11-07T12:18:36.45-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,No. It’s hasn’t gone through????,3984488994,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0006,Payment_Withdrawal_Status
+,2024-11-07T12:18:38.91-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,It’s pending,3984489180,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0006,Payment_Withdrawal_Status
-,2024-11-07T12:18:51.09-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,I want it pushed through now. ?,3984489825,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0006,Payment_Withdrawal_Status
-,2024-11-07T12:46:00.948-08:00,psops000_U9_tKva,"Okay, can we give it some time til tonight? I know there was an issue with Stripe but we were notified it was resolved.",3984583002,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0006,Payment_Withdrawal_Status
-,2024-11-17T10:34:01.971-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,The following 2 orders need marked as received/picked up. Local customer picked up product today and did not mark it and she does not respond to messages. 9740-767370-8919 9740-767874-5051 Customer: Margaret Farris @Learning_as_i_grow Thank you. Anjanette,4009918687,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0007,Shipment_Shipment_Local_Pickup
-,2024-11-17T10:38:01.694-08:00,psops000_U9_tKva,"All done, please confirm.💚",4009926696,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0007,Shipment_Shipment_Local_Pickup
-,2024-11-17T10:45:23.459-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,"Confirm ….. ? It now states completed and in transit. Which is what it reads on this end when PS has to clear record. So if that’s what PS wants local pickup to read, “in transit,” then confirming it states that. Anjanette",4009939661,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0007,Shipment_Shipment_Local_Pickup
+,2024-11-17T10:45:29.695-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Thank you.,4009939862,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0007,Shipment_Shipment_Local_Pickup
+,2024-11-17T12:46:38.371-08:00,psops000_U9_tKva,Apologies for the misunderstanding! We’ve updated the status accordingly.,4010157765,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0007,Shipment_Shipment_Local_Pickup
-,2024-11-18T05:37:10.872-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4011429950,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://storage.googleapis.com/plantstory/chat_source/images/2024-11-18/Re11j4L.jpg,user,,
-,2024-11-18T05:38:25.981-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,These 2 orders are back in her message again as needing to be picked up. Anjanette,4011433112,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0008,Shipment_Shipment_Local_Pickup
-,2024-11-18T09:20:42.279-08:00,psops000_U9_tKva,"No problem, working on them now.",4012334700,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0008,Shipment_Shipment_Local_Pickup
+,2024-11-22T16:57:39.299-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4026237258,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://storage.googleapis.com/plantstory/chat_source/images/2024-11-22/RDHG9cf.jpg,user,,
+,2024-11-22T16:59:14.925-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4026239718,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://storage.googleapis.com/plantstory/chat_source/images/2024-11-22/0pzaLO5.jpg,user,,
+,2024-11-22T17:02:05.379-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,This is insane! Y’all are strict with all other categories but this is okay?!?! In humane to start these animals at a dollar and on top of that. All sales finale ?!?! Wow. So no surrendering of an animal?! So he rather the ghecko get killed by an owner in a bad situation vs take the reptile back? Actually offensive. Disgusting. Surrendering is the dealer’s responsibility to take the animal back!!!,4026244170,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0009,Other_Complaint
+,2024-11-22T17:03:15.436-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,But nah y’all are more worried about the pottery I’m trying to sell right? Vs worrying about a living animal.,4026245979,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0009,Other_Complaint
+,2024-11-22T22:30:40.645-08:00,psops000_U9_tKva,"We are very sorry that this has happened and we take the situation very seriously, can you share more details so we can look into it",4026600345,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0009,Other_Complaint
+,2024-11-25T06:13:46.345-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4029695504,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://storage.googleapis.com/plantstory/chat_source/images/2024-11-25/gsegJzY.jpg,user,,
+,2024-11-25T06:14:05.805-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,"Please change this order to a shipping order, she is not local. I haven’t shipped her items yet so please don’t mark it as complete.",4029696498,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0010,Shipment_Shipment_Local_Pickup
+,2024-11-25T06:14:27.782-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4029697633,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://storage.googleapis.com/plantstory/chat_source/images/2024-11-25/6KLm4dE.jpg,user,CASE_0010,Shipment_Shipment_Local_Pickup
+,2024-11-25T06:14:28.476-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4029697668,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://storage.googleapis.com/plantstory/chat_source/images/2024-11-25/38YqUOw.jpg,user,CASE_0010,Shipment_Shipment_Local_Pickup
-,2024-11-25T06:14:29.163-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4029697702,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://storage.googleapis.com/plantstory/chat_source/images/2024-11-25/UBMj8w4.jpg,user,CASE_0010,Shipment_Shipment_Local_Pickup
-,2024-11-25T06:14:29.951-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4029697738,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://storage.googleapis.com/plantstory/chat_source/images/2024-11-25/dbEc2F6.jpg,user,CASE_0010,Shipment_Shipment_Local_Pickup
+,2024-11-25T06:14:57.2-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,These 4 items have been picked up by a local who didn’t mark them as received. All 4 orders under the name MMihalko have been picked up.,4029698985,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0010,Shipment_Shipment_Local_Pickup
+,2024-11-25T06:37:06.648-08:00,psops000_U9_tKva,"Okay, all orders have been updated.",4029768248,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0010,Shipment_Shipment_Local_Pickup
-,2024-11-25T06:57:55.777-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Thank you -Kaitlyn,4029836761,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0010,Shipment_Shipment_Local_Pickup
-,2024-11-25T07:29:59.012-08:00,psops000_U9_tKva,You're welcome!,4029954718,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0010,Shipment_Shipment_Local_Pickup
-,2024-11-25T09:23:37.734-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Please cancel: Order #9749-453619-5609 @rae432 Customer waffled. It HAS NOT BEEN SHIPPED and it will not allow me to delete label/tracking number on here. Please confirm. Thanks. Anjanette,4030402179,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0011,Shipment_Update_Carrier
-,2024-11-25T11:07:21.22-08:00,psops000_U9_tKva,We’ve gone ahead and canceled the order for you.,4030814257,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0011,Shipment_Update_Carrier
